RSN,Vs30,EQID,Magnitude,Rjb,Lowest Usable Freq - Ave. Component (Hz),Tp,Duration_5_75,Duration_5_95,EQname,StationName
5781,278.35,279.0,6.9,38.04,0.05,-999.0,6.585067852974035,13.2441222741734,Iwate,"Misato, Miyagi Kitaura - A"
5782,291.76,279.0,6.9,47.01,0.088,-999.0,7.87765765019574,20.48490725874355,Iwate,"Misato, Miyagi Kitaura - B"
5783,362.57,279.0,6.9,28.9,0.05,-999.0,9.277485077457037,19.05845699012675,Iwate,Semine Kurihara City
5784,303.6,279.0,6.9,35.11,0.05,-999.0,14.847536886469,29.85929536647195,Iwate,Sake City
5785,274.23,279.0,6.9,38.95,0.238,-999.0,12.52589507901015,27.2228962583347,Iwate,Yoneyamacho Tome City
5786,300.21,279.0,6.9,34.51,0.1,-999.0,15.3779056616554,23.9870507955402,Iwate,Minamikatamachi Tore City
5787,530.83,279.0,6.9,48.23,0.05,-999.0,10.048627777203968,18.6973849242874,Iwate,Ishinomaki
5788,319.66,279.0,6.9,74.08,0.075,-999.0,5.159170321668315,12.8539008646858,Iwate,Masuda Natori
5789,558.33,279.0,6.9,83.33,0.063,-999.0,13.59170842686335,23.434852472905803,Iwate,Enda Zao Town
5790,327.45,279.0,6.9,87.84,0.075,-999.0,9.078641345099465,19.43422318812755,Iwate,Shinminami Okawara Town
5791,640.14,279.0,6.9,74.82,0.1,-999.0,13.082017300265653,20.88300274771845,Iwate,Maekawa Miyagi Kawasaki City
5792,520.7,279.0,6.9,57.77,0.05,-999.0,5.56491922543516,17.15989893928455,Iwate,Rifu Town
5793,349.12,279.0,6.9,62.39,0.113,-999.0,8.77753966337808,22.5301453166283,Iwate,"Amamiya, Aobaku, Sendai"
5794,295.35,279.0,6.9,66.18,0.05,-999.0,7.46660318677411,15.5713528468414,Iwate,Wakabayashi-ku Sendai Tomizuka
5795,502.99,279.0,6.9,55.62,0.075,-999.0,6.66279558120079,15.37114527094605,Iwate,Izumi-ku Sendai Shogen
5796,531.68,279.0,6.9,31.64,0.05,-999.0,9.048344195181697,23.1885233708203,Iwate,Yokote Central City
5797,262.25,279.0,6.9,46.32,0.238,-999.0,9.458756065055706,24.19458438976685,Iwate,"Oomagari Hanazono-cho, Daisen"
5798,217.1,279.0,6.9,44.75,0.05,-999.0,9.6911155616785,26.11927259445335,Iwate,Takanashi Daisen
5799,552.38,279.0,6.9,39.86,0.075,-999.0,6.49949921116212,16.44311134390215,Iwate,"Misato, Akita City - Tsuchizaki"
5800,368.34,279.0,6.9,27.24,0.15,-999.0,10.471364939328556,18.35262422731205,Iwate,Yokote Masuda Tamati Masu
5801,325.79,279.0,6.9,34.76,0.163,-999.0,16.14688844847275,25.6736346897173,Iwate,Hirakamachi Asamai Yokote
5802,346.81,279.0,6.9,43.15,0.138,-999.0,6.86104587057714,14.38658487525265,Iwate,Yokote O Morimachi
5803,343.65,279.0,6.9,30.15,0.175,-999.0,11.051324312741851,19.91948892505145,Iwate,Yokote Ju Monjimachi
5804,561.59,279.0,6.9,25.61,0.05,-999.0,6.773271102322335,9.547911153083277,Iwate,Yamauchi Tsuchibuchi Yokote
5805,253.07,279.0,6.9,39.65,0.25,-999.0,13.01796664493035,27.40753167115175,Iwate,Yokote City - Nobita
5806,655.45,279.0,6.9,22.41,0.238,-999.0,8.66893330039338,17.0683082726243,Iwate,Yuzawa Town
5807,570.62,279.0,6.9,27.1,0.163,-999.0,7.849191718746329,12.5472636886392,Iwate,Yuzama Yokobori
5808,317.41,279.0,6.9,37.08,0.2,-999.0,8.091535308798605,18.47945467732145,Iwate,Ugo Town - Nishimonai
5809,655.45,279.0,6.9,17.34,0.238,-999.0,7.598693088118296,11.1544527526041,Iwate,Minase Yuzawa
5810,655.45,279.0,6.9,21.07,0.188,-999.0,12.7720543901776,23.92322839693805,Iwate,Machimukai Town
5811,342.59,279.0,6.9,106.61,0.05,-999.0,6.497349022640145,13.8324034433649,Iwate,Shinchicho Yacigoya
5812,348.99,279.0,6.9,16.44,0.1,-999.0,10.9218549945592,22.9355248258335,Iwate,Kitakami Yanagiharach
5813,413.04,279.0,6.9,7.82,0.1,-999.0,11.77750269891025,36.86813113631785,Iwate,Mizusawaku Interior O ganecho
5814,248.19,279.0,6.9,31.07,0.1,-999.0,13.151501412843317,41.55997223204725,Iwate,Furukawa Osaki City
5815,655.45,279.0,6.9,22.41,0.1,-999.0,7.316337966141345,15.570024799000649,Iwate,Yuzawa
5816,359.13,279.0,6.9,42.02,0.1,-999.0,14.4772929995466,33.2352698740277,Iwate,Shinmachi Wakayu
5817,284.45,279.0,6.9,37.72,0.1,-999.0,12.591777319705953,29.219600747339648,Iwate,"Tome City, Nakadacho"
5818,512.26,279.0,6.9,12.83,0.1,-999.0,6.364354199452331,14.27998766818435,Iwate,Kurihara City
5819,640.14,279.0,6.9,23.01,0.1,-999.0,9.53885364586596,18.27243572835975,Iwate,Ichinoseki Maikawa
5820,640.14,279.0,6.9,53.87,0.1,-999.0,7.548487987100005,15.387775163051453,Iwate,"Okura, Aobaku, Sendai"
5821,311.6,279.0,6.9,78.05,0.1,-999.0,9.24190709719945,25.28988741932025,Iwate,Sendai Airport
5822,421.59,279.0,6.9,64.12,0.1,-999.0,5.627780794277015,23.04167504536505,Iwate,"Miyagino-ku, Sendai Olympics"
5823,242.05,280.0,7.2,18.21,0.075,-999.0,25.1821105107996,51.185278236624896,El Mayor-Cucapah,Chihuahua
5824,505.23,280.0,7.2,118.4,0.05,-999.0,24.984485828297203,37.57530992657965,El Mayor-Cucapah,CICESE
5825,242.05,280.0,7.2,8.88,0.05,-999.0,20.57966924734935,40.92323188217565,El Mayor-Cucapah,CERRO PRIETO GEOTHERMAL
5826,415.23,280.0,7.2,80.59,0.075,-999.0,21.27437774660665,31.4514264582302,El Mayor-Cucapah,HEROES OF THE REVOLUTION
5827,242.05,280.0,7.2,13.21,0.063,-999.0,21.2815268030652,33.58652157701425,El Mayor-Cucapah,MICHOACAN DE OCAMPO
5828,535.24,280.0,7.2,82.26,0.025,-999.0,21.68324472657165,33.1458834808436,El Mayor-Cucapah,RANCHO AGUA CALIENTE
5829,242.05,280.0,7.2,13.7,0.05,-999.0,15.557821759315347,25.94074729150965,El Mayor-Cucapah,RIITO
5830,523.99,280.0,7.2,43.64,0.063,-999.0,21.4342895491246,33.83200779127325,El Mayor-Cucapah,RANCHO SAN LUIS
5831,242.05,280.0,7.2,14.8,0.05,-999.0,33.25660294171425,52.085035177594705,El Mayor-Cucapah,EJIDO SALTILLO
5832,242.05,280.0,7.2,25.32,0.063,-999.0,27.6761373186641,45.194739287588746,El Mayor-Cucapah,TAMAULIPAS
5833,521.76,280.0,7.2,95.2,0.063,-999.0,22.79210206293145,32.79320471270215,El Mayor-Cucapah,TRES HERMANOS
5834,505.23,280.0,7.2,88.48,0.1,-999.0,24.2812625435041,34.87614377705915,El Mayor-Cucapah,Valle de la Trinidad
5835,229.92,280.0,7.2,72.75,0.038,-999.0,25.27182872880355,41.7274323290551,El Mayor-Cucapah,Winterhaven -Sheriff Substation
5836,264.57,280.0,7.2,28.53,0.1,-999.0,11.03307703340835,21.2420209958851,El Mayor-Cucapah,El Centro - Meloland Geot. Array
5837,229.25,280.0,7.2,19.39,0.038,-999.0,15.0040363460998,24.42200245663225,El Mayor-Cucapah,El Centro - Imperial & Ross
5838,186.21,280.0,7.2,28.53,0.063,-999.0,12.7164452413847,47.9932438872177,El Mayor-Cucapah,El Centro - Meloland Geotechnic
5839,388.01,280.0,7.2,115.0,0.038,-999.0,17.71019781519615,29.6968513870003,El Mayor-Cucapah,El Cajon - Marshall
5840,382.21,280.0,7.2,115.4,0.038,-999.0,21.58811431922325,39.839126724576445,El Mayor-Cucapah,Santee - Mission Gorge & Cottonwood
5841,567.81,280.0,7.2,97.09,0.038,-999.0,18.167133142233247,29.65476793967495,El Mayor-Cucapah,Alpine Fire Station
5842,585.04,280.0,7.2,57.94,0.025,-999.0,20.8337152592171,41.4014394338334,El Mayor-Cucapah,Anza Borrego S.P. - Tierra Blan
5843,413.64,280.0,7.2,139.07,0.025,-999.0,19.4571805720836,39.836604478991305,El Mayor-Cucapah,San Diego - Ocean Beach Fire St
5844,403.47,280.0,7.2,130.97,0.075,-999.0,19.05892945708235,46.589230211267,El Mayor-Cucapah,San Diego - 8th & J St
5845,427.13,280.0,7.2,132.11,0.038,-999.0,20.928297540325,44.17565052082365,El Mayor-Cucapah,San Diego - I5 & Laurel
5846,371.81,280.0,7.2,127.37,0.038,-999.0,21.61366989373075,45.50276021488815,El Mayor-Cucapah,San Diego - Hwy 15 & Ocean
5847,413.94,280.0,7.2,123.83,0.038,-999.0,14.6954696546151,29.114718316312597,El Mayor-Cucapah,San Diego - 54th & College
5848,395.25,280.0,7.2,140.73,0.038,-999.0,14.514620383731298,33.773724309700654,El Mayor-Cucapah,Pacific Beach - Mission
5849,375.61,280.0,7.2,133.66,0.05,-999.0,13.75778749165975,26.61601661503405,El Mayor-Cucapah,San Diego - Balboa
5850,441.78,280.0,7.2,116.84,0.038,-999.0,18.541038544438106,33.3575311030545,El Mayor-Cucapah,Spring Valley - Jamacha
5851,374.5,280.0,7.2,125.58,0.025,-999.0,16.49421850196045,30.1727178192908,El Mayor-Cucapah,San Diego - 45th & Orange
5852,385.54,280.0,7.2,132.44,0.038,-999.0,17.79789642062015,32.26964430582535,El Mayor-Cucapah,San Diego - Mira Mesa
5853,477.44,280.0,7.2,139.41,0.038,-999.0,17.79840575247445,34.3163962169906,El Mayor-Cucapah,La Jolla - UCSD Hospital Grnds
5854,351.77,280.0,7.2,124.4,0.05,-999.0,21.0680069467594,33.306461077131345,El Mayor-Cucapah,Poway - Community Rd
5855,516.97,280.0,7.2,131.83,0.05,-999.0,16.49409434469615,32.70692009770125,El Mayor-Cucapah,San Diego - UCSD Hospital Grnds
5856,224.32,280.0,7.2,140.94,0.038,-999.0,37.0145736840758,68.95629387608136,El Mayor-Cucapah,Blythe - Fire Station
5857,212.0,280.0,7.2,66.71,0.038,-999.0,24.746601206199895,88.14453440628175,El Mayor-Cucapah,Niland Fire Station
5858,387.53,280.0,7.2,95.72,0.038,-999.0,24.528158146658953,55.90634606569379,El Mayor-Cucapah,North Shore - Hwy 111
5859,193.67,280.0,7.2,42.29,0.038,-999.0,17.108821588551102,65.42552489069016,El Mayor-Cucapah,Westmorland Fire Sta
5860,382.07,280.0,7.2,84.54,0.05,-999.0,18.9125451616617,50.08809807280105,El Mayor-Cucapah,North Shore - Durmid
5861,318.0,280.0,7.2,102.82,0.05,-999.0,29.15499141484745,69.99257671157736,El Mayor-Cucapah,Mecca - CVWD Yard
5862,491.44,280.0,7.2,81.42,0.075,-999.0,17.66744012956795,50.08044602311,El Mayor-Cucapah,Bombay Beach - Bertram
5863,324.5,280.0,7.2,72.44,0.038,-999.0,7.009069863970705,17.8394139909206,El Mayor-Cucapah,Salton City
5864,384.66,280.0,7.2,81.63,0.063,-999.0,22.39540603926775,49.527213125295646,El Mayor-Cucapah,Frink
5865,312.47,280.0,7.2,148.45,0.038,-999.0,16.0711480555082,32.15545353744745,El Mayor-Cucapah,Palm Springs Airport
5866,263.0,280.0,7.2,120.23,0.05,-999.0,20.11985298273655,64.73406048784695,El Mayor-Cucapah,Coachella - 6th & Palm
5867,407.49,280.0,7.2,141.51,0.05,-999.0,23.59734396622365,40.42318919806755,El Mayor-Cucapah,Radec - Sage & Cottonwood School
5868,306.76,280.0,7.2,168.48,0.038,-999.0,22.345878223593303,52.77234898579261,El Mayor-Cucapah,San Jacinto CDF Fire Station 25
5869,301.0,280.0,7.2,144.88,0.038,-999.0,13.17090860653415,35.5395481875554,El Mayor-Cucapah,Cathedral City - Ramon
5870,632.54,280.0,7.2,150.78,0.038,-999.0,8.884318339030349,16.76984034362565,El Mayor-Cucapah,Idyllwild - Hwy 243 & Pine Crest
5871,359.0,280.0,7.2,161.52,0.088,-999.0,11.82292775242315,31.242872293834047,El Mayor-Cucapah,Desert Hot Springs
5872,592.15,280.0,7.2,152.55,0.038,-999.0,24.9518038358743,36.09886416191035,El Mayor-Cucapah,Sage - Fire Station A
5873,330.74,280.0,7.2,166.31,0.038,-999.0,22.34918915422685,41.70121300742005,El Mayor-Cucapah,San Jacinto - Valley Cemetary
5874,659.09,280.0,7.2,167.65,0.063,-999.0,17.947401437459902,25.12224533735595,El Mayor-Cucapah,Silent Valley - Poppet Flat
5875,304.55,280.0,7.2,165.71,0.038,-999.0,24.83427455647055,39.35398899791575,El Mayor-Cucapah,Hemet - 1-story Library
5876,465.0,280.0,7.2,129.12,0.038,-999.0,20.13069576982695,35.2769745066092,El Mayor-Cucapah,Palomar
5877,328.09,280.0,7.2,165.0,0.038,-999.0,20.999790822220906,38.6119341819077,El Mayor-Cucapah,Hemet Fire Station
5878,282.14,280.0,7.2,125.51,0.063,-999.0,20.2406193171565,54.97269661504625,El Mayor-Cucapah,Indio - Riverside Co Fair Grnds
5879,306.76,280.0,7.2,168.42,0.038,-999.0,22.42380700390175,55.74724397974325,El Mayor-Cucapah,San Jacinto - CDF Fire Station
5880,281.74,280.0,7.2,125.07,0.05,-999.0,18.3630637424164,48.716952055062805,El Mayor-Cucapah,Indio - Monroe & Carreon
5881,315.21,280.0,7.2,181.41,0.05,-999.0,14.223177657823651,31.900821822506305,El Mayor-Cucapah,Beaumont - 6th & Maple
5882,351.68,280.0,7.2,163.19,0.038,-999.0,22.951079146421694,46.871593621875945,El Mayor-Cucapah,Hemet - Acacia & Stanford
5883,360.32,280.0,7.2,123.97,0.038,-999.0,8.825705860136246,22.22086533580665,El Mayor-Cucapah,La Quinta - Bermudas & Durango
5884,323.54,280.0,7.2,135.65,0.038,-999.0,10.131334408847868,33.9309303838528,El Mayor-Cucapah,Palm Desert - Country Club & Por
5885,292.32,280.0,7.2,140.0,0.038,-999.0,11.673099142690386,34.820368333286254,El Mayor-Cucapah,Rancho Mirage - G Ford & B Hope
5886,311.18,280.0,7.2,130.71,0.038,-999.0,13.65140750154075,30.859147356505247,El Mayor-Cucapah,Indian Wells - Hwy111 & El Dorad
5887,345.34,280.0,7.2,228.64,0.05,-999.0,21.0368411229254,35.399182121745454,El Mayor-Cucapah,Orange - Chapman & Esplanada
5888,484.66,280.0,7.2,228.35,0.05,-999.0,18.326710840077148,29.39159386011965,El Mayor-Cucapah,Anaheim - Hwy 91 & Weir Cyn Rd
5889,301.93,280.0,7.2,230.77,0.038,-999.0,27.2185506647702,42.18218105689185,El Mayor-Cucapah,Santa Ana - Grand & Santa Clara
5890,350.06,280.0,7.2,200.62,0.025,-999.0,23.7581794032098,47.885270235727,El Mayor-Cucapah,San Juan Capistrano - I5
5891,333.31,280.0,7.2,210.47,0.038,-999.0,11.659379079921951,25.23566485980895,El Mayor-Cucapah,Riverside - Hwy 91 & Van Buren
5892,414.83,280.0,7.2,201.67,0.038,-999.0,10.2835172831329,19.4897250439744,El Mayor-Cucapah,Moreno Valley - Sunny Mead & Vil
5893,576.02,280.0,7.2,173.04,0.038,-999.0,19.4966323881782,32.2783151145887,El Mayor-Cucapah,Murrieta - Clinton Keith
5894,333.7,280.0,7.2,169.07,0.038,-999.0,15.68015067601445,28.7837014081853,El Mayor-Cucapah,Hemet - Cawston & Devonshire
5895,436.06,280.0,7.2,182.04,0.05,-999.0,8.60821616723925,19.933237042439305,El Mayor-Cucapah,Nuevo - 11th & Lakeview
5896,646.0,280.0,7.2,182.33,0.038,-999.0,21.9288680682838,33.3020855474932,El Mayor-Cucapah,Canyon Lake Vacation Dr&San Joaq
5897,338.28,280.0,7.2,176.72,0.05,-999.0,19.34771298581915,39.4167729546742,El Mayor-Cucapah,Wildomar - Palomar
5898,354.82,280.0,7.2,213.06,0.025,-999.0,20.803759867399695,33.31786459063925,El Mayor-Cucapah,Corona - Hwy 91 & McKinley
5899,420.0,280.0,7.2,218.19,0.038,-999.0,18.9060913835887,36.79071592409315,El Mayor-Cucapah,Corona - 6th & Smith
5900,390.08,280.0,7.2,221.27,0.05,-999.0,17.6166697930642,33.3845819960599,El Mayor-Cucapah,Corona - Green River & Cyn Crest
5901,389.95,280.0,7.2,213.2,0.038,-999.0,14.97323482195145,27.1881729703968,El Mayor-Cucapah,Riverside Airport
5902,482.19,280.0,7.2,145.73,0.038,-999.0,17.58375685245245,31.110754492821847,El Mayor-Cucapah,Encinitas - Village Park
5903,383.71,280.0,7.2,142.12,0.038,-999.0,21.6683801680868,34.4546629495819,El Mayor-Cucapah,San Marcos - Mission
5904,339.6,280.0,7.2,227.46,0.038,-999.0,18.7419284500762,38.9246524809366,El Mayor-Cucapah,Newport Bch - Irvine Ave. F.S
5905,349.33,280.0,7.2,235.13,0.038,-999.0,16.33240358664125,31.570129644780152,El Mayor-Cucapah,Chino Hills - Hwy 71
5906,416.15,280.0,7.2,159.89,0.025,-999.0,21.59054770064355,48.71289800845515,El Mayor-Cucapah,Temecula - 6th & Mercedes
5907,315.52,280.0,7.2,236.71,0.075,-999.0,24.1643082742363,46.8932855309287,El Mayor-Cucapah,Huntington Beach - Lake St
5908,314.43,280.0,7.2,217.87,0.05,-999.0,20.19923920970775,48.9721685326484,El Mayor-Cucapah,Irvine - 2-story Caltrans TMC
5909,363.36,280.0,7.2,193.67,0.05,-999.0,15.830349776262274,26.66611537097335,El Mayor-Cucapah,Moreno Valley - 3-story County
5910,326.97,280.0,7.2,217.87,0.038,-999.0,20.9166648844392,42.18552007822325,El Mayor-Cucapah,Irvine - I5 & Hwy 133
5911,513.41,280.0,7.2,158.84,0.075,-999.0,15.86697085255365,39.0660144021359,El Mayor-Cucapah,Oceanside B - Fire Station
5912,361.96,280.0,7.2,213.04,0.038,-999.0,14.2253361809533,33.33598996102645,El Mayor-Cucapah,Corona - 2-story Office Bldg
5913,334.85,280.0,7.2,212.92,0.05,-999.0,13.12626001162475,24.35560688239955,El Mayor-Cucapah,Corona - California Ave
5914,385.49,280.0,7.2,199.42,0.038,-999.0,23.80561798584185,43.14544519894695,El Mayor-Cucapah,Capistrano Beach - I5/Via Calif
5915,359.47,280.0,7.2,233.45,0.038,-999.0,24.07319152713565,39.800044729237555,El Mayor-Cucapah,Anaheim - Lakeview & Riverdale
5916,314.88,280.0,7.2,230.05,0.038,-999.0,22.35088829961205,36.31838320056985,El Mayor-Cucapah,Orange - Hwy 22/Hwy 55 Grounds
5917,277.83,280.0,7.2,226.24,0.038,-999.0,19.3176191239633,41.24694092245735,El Mayor-Cucapah,Newport Beach - Balboa & Medina
5918,361.56,280.0,7.2,224.97,0.025,-999.0,17.1665059845125,37.6439474812541,El Mayor-Cucapah,Newport Beach - Balboa Island
5919,283.54,280.0,7.2,236.45,0.05,-999.0,24.55906207951865,36.8764069390776,El Mayor-Cucapah,Anaheim - Kraemer & La Palma
5920,283.73,280.0,7.2,236.02,0.05,-999.0,34.8916727051097,56.19103433472325,El Mayor-Cucapah,Garden Grove - Hwy 22 & Harbor
5921,272.18,280.0,7.2,238.53,0.05,-999.0,31.460615892312543,54.5212964051192,El Mayor-Cucapah,Garden Grove - Brookhurst & Westminster
5922,284.52,280.0,7.2,234.66,0.038,-999.0,19.796154707352947,41.0923238329184,El Mayor-Cucapah,Huntington Beach - Adams & Bushard
5923,321.11,280.0,7.2,233.83,0.063,-999.0,17.42760343696625,34.931431766176004,El Mayor-Cucapah,Orange - Shaffer & Taft
5924,305.54,280.0,7.2,229.12,0.05,-999.0,23.3028333334,40.42838763160261,El Mayor-Cucapah,Santa Ana - I5 & 4th St
5925,283.73,280.0,7.2,232.74,0.038,-999.0,30.4003150979437,51.66509361780045,El Mayor-Cucapah,Santa Ana - 1st & Franklin
5926,269.5,280.0,7.2,232.07,0.025,-999.0,26.26170505646785,58.2318430107116,El Mayor-Cucapah,Santa Ana - Warner & Greenville
5927,262.05,280.0,7.2,229.25,0.038,-999.0,18.2716237800493,44.512604299280994,El Mayor-Cucapah,Santa Ana - MacArthrur & Bristol
5928,288.62,280.0,7.2,234.91,0.05,-999.0,26.03601857916135,38.05945008477785,El Mayor-Cucapah,Orange - I5 & Chapman
5929,276.81,280.0,7.2,237.67,0.038,-999.0,32.7244925272028,52.5492077973219,El Mayor-Cucapah,Garden Grove - Chapman & West
5930,334.99,280.0,7.2,213.74,0.038,-999.0,27.125866727531452,38.8506877513916,El Mayor-Cucapah,Riverside - Hole & La Sierra
5931,323.4,280.0,7.2,209.26,0.05,-999.0,16.54560058635395,28.37689081457895,El Mayor-Cucapah,Riverside - Hwy 91 & Central
5932,340.65,280.0,7.2,208.5,0.025,-999.0,11.983059745197,24.16440401990225,El Mayor-Cucapah,Riverside - I215 & 3rd
5933,329.84,280.0,7.2,217.73,0.038,-999.0,15.6109958421919,29.23160156927925,El Mayor-Cucapah,Riverside - Limonite & Downey
5934,581.0,280.0,7.2,184.99,0.038,-999.0,24.341173734803903,32.76894024391015,El Mayor-Cucapah,Lake Elsinore - Graham & Poe
5935,381.71,280.0,7.2,176.2,0.038,-999.0,19.66867536386475,27.75248902038485,El Mayor-Cucapah,Homeland - Hwy 74 & Sultanas
5936,308.33,280.0,7.2,195.25,0.038,-999.0,13.8177323627155,24.67609022063685,El Mayor-Cucapah,Moreno Valley - Indian & Kennedy
5937,338.19,280.0,7.2,192.85,0.038,-999.0,21.64272890718815,30.018415474664053,El Mayor-Cucapah,Moreno Valley - Alessandro&More
5938,518.0,280.0,7.2,186.14,0.038,-999.0,17.14791429264785,28.11600931296935,El Mayor-Cucapah,Perris - San Jacinto & C Street
5939,503.0,280.0,7.2,174.36,0.038,-999.0,22.8524999133664,34.8603696882848,El Mayor-Cucapah,Menifee Valley - Murrieta&Scott
5940,353.54,280.0,7.2,178.11,0.038,-999.0,15.911089800761548,26.53445088901725,El Mayor-Cucapah,Sun City - I215 & McCall Blvd
5941,312.65,280.0,7.2,205.93,0.05,-999.0,25.63568769868525,39.86809065337235,El Mayor-Cucapah,Big River - Rio Mesa
5942,441.35,280.0,7.2,180.78,0.038,-999.0,12.392921901241872,24.33573750748985,El Mayor-Cucapah,Pioneertown - Bronco
5943,379.32,280.0,7.2,171.82,0.05,-999.0,22.0715159854806,35.433637920407605,El Mayor-Cucapah,Joshua Tree
5944,406.7,280.0,7.2,204.71,0.038,-999.0,22.54409743631825,34.5487398136353,El Mayor-Cucapah,Big Bear Lake - Fire Station
5945,325.56,280.0,7.2,174.25,0.038,-999.0,18.9031762821167,28.47823076385025,El Mayor-Cucapah,Yucca Valley - Hwys 62
5946,418.6,280.0,7.2,195.15,0.05,-999.0,21.372629240245352,33.3668873911042,El Mayor-Cucapah,Yucaipa - Bryant & Oak Glen
5947,427.88,280.0,7.2,210.72,0.038,-999.0,7.678799831005785,17.53493194004905,El Mayor-Cucapah,Grand Terrace - Mt Vernon
5948,342.5,280.0,7.2,222.36,0.038,-999.0,19.889172792214502,33.2908267764634,El Mayor-Cucapah,Mira Loma - Mission&San Sevaine
5949,373.71,280.0,7.2,200.42,0.05,-999.0,14.9014210686232,25.7488620972084,El Mayor-Cucapah,Redlands - Garden & Mariposa
5950,328.76,280.0,7.2,206.17,0.05,-999.0,17.18768715675025,29.52330106700525,El Mayor-Cucapah,Redlands - Orange
5951,313.16,280.0,7.2,207.35,0.038,-999.0,17.393335936432948,41.7105282478491,El Mayor-Cucapah,Redlands - 1-story Warehouse
5952,300.23,280.0,7.2,211.88,0.038,-999.0,15.44142252192255,42.99702650977095,El Mayor-Cucapah,San Bernardino - 3-story Office
5953,296.97,280.0,7.2,212.06,0.05,-999.0,15.5500128901951,34.4123223808094,El Mayor-Cucapah,San Bernardino - E & Hospitality
5954,271.0,280.0,7.2,212.23,0.05,-999.0,12.07283586881979,31.02601802692425,El Mayor-Cucapah,San Bernardino - I10/215 Int
5955,591.26,280.0,7.2,222.64,0.063,-999.0,14.842537666721,27.6925417043579,El Mayor-Cucapah,San Bernardino - 3-story Motel
5956,314.48,280.0,7.2,214.33,0.05,-999.0,20.7442961874157,36.62173162301235,El Mayor-Cucapah,San Bernardino - Mtn Vw & Clstr
5957,271.0,280.0,7.2,212.11,0.05,-999.0,16.3771186717836,55.57556655421865,El Mayor-Cucapah,San Bernardino - I10/215 W Geot
5958,584.0,280.0,7.2,215.35,0.063,-999.0,17.4126164711045,27.15060086346695,El Mayor-Cucapah,San Bernardino - Highland & Rosa
5959,328.6,280.0,7.2,219.7,0.038,-999.0,16.91964611622345,35.92429372765515,El Mayor-Cucapah,San Bernardino - Medical Center
5960,325.13,280.0,7.2,219.12,0.05,-999.0,8.61267515468665,18.8298129471758,El Mayor-Cucapah,Rialto - I10 & Cedar
5961,346.82,280.0,7.2,192.81,0.038,-999.0,19.983841879835097,32.8784159712227,El Mayor-Cucapah,Yucaipa Valley - Calimesa & Cnty
5962,360.45,280.0,7.2,131.73,0.038,-999.0,15.3226175737973,33.84291750183915,El Mayor-Cucapah,Anza Fire Station
5963,480.22,280.0,7.2,140.62,0.038,-999.0,11.9212545460561,22.4363211093991,El Mayor-Cucapah,Anza - Tripp Flats Training
5964,341.0,280.0,7.2,181.15,0.025,-999.0,21.843730815792753,56.40582544395725,El Mayor-Cucapah,"Beaumont, I-10 at 79"
5965,763.0,280.0,7.2,112.83,0.05,-999.0,31.9208981712615,81.55007843202304,El Mayor-Cucapah,Big Chuckawalla Mtns
5966,524.0,280.0,7.2,167.88,0.038,-999.0,35.6784189593296,101.291332878522,El Mayor-Cucapah,Black Rock Canyon Campground 2
5967,1029.0,280.0,7.2,164.38,0.038,-999.0,32.68649621378145,80.0977824301066,El Mayor-Cucapah,Blythe
5968,348.77,280.0,7.2,77.72,0.05,-999.0,28.67966053681955,96.32205707462565,El Mayor-Cucapah,Bombay Beach
5969,223.03,280.0,7.2,30.75,0.063,-999.0,18.2686126523231,34.79744985562825,El Mayor-Cucapah,Bonds Corner
5970,619.0,280.0,7.2,91.9,0.038,-999.0,15.17535654738155,28.9959849823833,El Mayor-Cucapah,Borrego Springs
5971,357.64,280.0,7.2,80.27,0.038,-999.0,11.81752503951935,33.12908695738075,El Mayor-Cucapah,Borrego Springs - Scripps Clinic
5972,208.71,280.0,7.2,41.15,0.038,-999.0,12.8886505366896,82.59310773041784,El Mayor-Cucapah,Brawley Airport
5973,376.91,280.0,7.2,169.93,0.038,-999.0,17.350808477680502,29.6925678078902,El Mayor-Cucapah,Cabazon
5974,376.33,280.0,7.2,136.2,0.038,-999.0,20.0092839029761,27.085821583808148,El Mayor-Cucapah,Cahuilla Valley - Fire Station
5975,231.23,280.0,7.2,19.12,0.038,-999.0,18.59385638697355,41.5961459749597,El Mayor-Cucapah,Calexico Fire Station
5976,205.78,280.0,7.2,54.77,0.025,-999.0,62.81317733788985,133.3390072475625,El Mayor-Cucapah,Calipatria Fire Station
5977,487.2,280.0,7.2,118.77,0.038,-999.0,18.3581806820876,31.877397094954848,El Mayor-Cucapah,Chihuahua Valley - Private Res
5978,292.0,280.0,7.2,233.04,0.025,-999.0,28.0066341543694,74.94915439421425,El Mayor-Cucapah,Chino
5979,267.92,280.0,7.2,215.92,0.025,-999.0,22.390691292064453,68.63162758154519,El Mayor-Cucapah,"Colton, Grape St. and W. Mill"
5980,432.47,280.0,7.2,212.31,0.05,-999.0,15.30330803279115,33.233829724028695,El Mayor-Cucapah,Colton - Kaiser Medical Clinic
5981,392.7,280.0,7.2,215.88,0.038,-999.0,22.80060369002155,41.385656894791,El Mayor-Cucapah,"Corona, E. 5th St. and Joy St."
5982,370.0,280.0,7.2,112.74,0.025,-999.0,21.59316591779705,53.63287352989,El Mayor-Cucapah,"Cactus City, Airway beacon"
5983,642.83,280.0,7.2,218.06,0.05,-999.0,16.74640095383205,33.526376209594204,El Mayor-Cucapah,San Bernardino - Del Rosa Wk Sta
