RSN,0.01,0.02,0.03,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.75,1.0,1.5,2.0,3.0,4.0,5.0,7.5,10.0
28,0.0545722842443746,0.0524475370545887,0.0514048800262834,0.0536501066693807,0.0666177637214174,0.068110989300929,0.0589032832633898,0.0557045510244858,0.0461083901619273,0.0469471809082593,0.0363877669522076,0.0304300537026149,0.0230144608221699,0.0217490241488111,0.0170902241116125,0.0129219742268553,0.0090326595864193,0.0049003193309709,0.0038643927487208,0.0017592965935972,0.0009303901678486
30,0.357923513973757,0.348933776947024,0.3406803835506928,0.3346928174507278,0.3252227648562674,0.3359325871890746,0.3830563580889586,0.3392875969516081,0.3204380650011059,0.3414721081174748,0.2288704437865,0.1593227368995286,0.0974087767077766,0.0445198831216191,0.0291061030001589,0.0199748478696525,0.0115856272719268,0.0065375726962805,0.0050656064366016,0.0022297354213153,0.0011823330614835
31,0.2262513735801078,0.2168722163501838,0.2096469188311452,0.2102860391090353,0.2474450335374136,0.2573148915104613,0.2146306106358309,0.1702283826269501,0.1475557858095044,0.1330411348506479,0.1215190491020197,0.0717753301417127,0.0582393923506731,0.0407106404406,0.0249919136175348,0.0133105769746205,0.0079493001118036,0.0048190643039514,0.0037501402306775,0.0018272309129918,0.0008323517085359
33,0.2733585347509546,0.2691230581256122,0.2650134014287063,0.2587345340214786,0.2573529608518742,0.2444408061365168,0.2800875346233996,0.3022668146346963,0.2751946647996164,0.2513348232721893,0.1960861593915,0.0937013385145776,0.0467437704708675,0.041774346737435,0.0235989555849103,0.0114402377587487,0.0078870617217554,0.0050545498480231,0.0033700926768644,0.0014498050468683,0.000684517928393
51,0.0292478008802186,0.0283582555617401,0.0277089902684521,0.0262553115056493,0.0259321844378357,0.028989676942294,0.0348745047553682,0.0325492445359323,0.0338539127942308,0.031475269036574,0.0254840053084352,0.0227436919507051,0.0205206554563783,0.016874492983415,0.0091303488109007,0.0072766934461603,0.0070757458446939,0.0054764428785086,0.003750470759746,0.0016240149011456,0.0009131706813217
56,0.0667952051770965,0.0651327602627128,0.0625309098407066,0.0624463189420218,0.0659257196257389,0.0736678454647863,0.0711955053207827,0.0712092213885702,0.0676843037931047,0.0601503780966393,0.0484672818424981,0.0305969659641427,0.0174268856511541,0.0110830518527446,0.0071507871453592,0.0044758722638664,0.003341457983563,0.0035881128892717,0.0024541975528376,0.0017882190561731,0.0009324154998981
57,0.2681353561951572,0.2596725451137913,0.2567109367579248,0.2432070683821212,0.2503491002597364,0.2824805901060552,0.2872435139532389,0.2824478375904368,0.2498348890601579,0.2276061848493662,0.1861656140971546,0.1547308692268718,0.1101685003537913,0.0608871605132253,0.0369092541350563,0.0206097989921409,0.0068890874691625,0.0031262626914091,0.0017927115224546,0.0007253425588507,0.0004195637768146
63,0.0837149151474485,0.082630274244149,0.08517952079678,0.0795268501201686,0.0828723605038175,0.0842903796157037,0.0864347166922747,0.094325730171149,0.0784371819576922,0.0561533715602887,0.0347139259937237,0.0349776898019298,0.0345672308087264,0.0197459492348948,0.0095132469003875,0.0066078112030976,0.0032626934554343,0.0019700254547328,0.0015204958502716,0.0006187109985198,0.0003254482571536
68,0.1929296133973876,0.1918532025205084,0.1945285593238156,0.1867763819668861,0.2246068163577361,0.2345772032769188,0.2070458095436307,0.2044050739418014,0.1837586907569122,0.1534288320265403,0.1345361580097277,0.1188648857988016,0.0910188752252429,0.0653962195452142,0.0544343281990684,0.031014889031282,0.0266410772529053,0.0199810393083901,0.0111424780560232,0.0047166023832571,0.002404092977172
