RSN,Vs30,EQID,Magnitude,Rjb,Lowest Usable Freq - Ave. Component (Hz),Tp,Duration_5_75,Duration_5_95
212,403.37,53.0,5.8,23.92,0.163,-999.0,3.44577164026444,9.711122066018305
213,367.57,53.0,5.8,34.66,0.25,-999.0,6.1469436115780205,10.038938600739701
214,377.51,53.0,5.8,15.19,0.15,-999.0,6.216682657387895,12.301334252662851
215,384.47,53.0,5.8,15.84,0.25,-999.0,13.4052114611236,26.1472747053248
216,650.05,53.0,5.8,53.35,0.188,-999.0,12.67069407812085,19.98581236874445
217,517.06,54.0,5.42,27.76,0.188,-999.0,2.509818105409885,8.951651805024795
218,304.68,54.0,5.42,29.31,0.375,-999.0,4.030375265114625,12.63866268297615
219,403.37,54.0,5.42,10.03,0.625,-999.0,2.9638934056635646,9.14528739757818
220,367.57,54.0,5.42,26.07,0.375,-999.0,2.736647656124185,7.9642879557198345
221,387.04,54.0,5.42,0.79,0.375,-999.0,0.5222496638767116,3.2188972580248603
222,550.88,54.0,5.42,7.94,0.375,-999.0,1.0624270893699101,3.36623917691744
223,377.51,54.0,5.42,14.31,0.25,-999.0,3.284486015861667,9.03136145649159
224,384.47,54.0,5.42,19.09,0.375,-999.0,7.162079732242111,17.901196633888098
225,724.89,55.0,5.19,12.24,0.413,-999.0,0.6775713731996971,1.9666246782742849
226,617.78,55.0,5.19,5.85,1.25,-999.0,0.8809070059020929,1.870725267340035
227,360.45,55.0,5.19,13.8,0.375,-999.0,2.39698260329145,3.89555433599149
228,336.07,55.0,5.19,39.21,0.288,-999.0,1.4439512410191049,3.486496002518205
229,329.0,55.0,5.19,18.39,0.5,-999.0,3.11770096920773,5.33358926297484
230,382.12,56.0,6.06,1.1,0.25,-999.0,6.8929686345658645,9.373210644276249
231,537.16,56.0,6.06,12.56,0.138,-999.0,7.183464435225865,10.87929472607585
232,346.82,56.0,6.06,4.48,0.25,-999.0,5.28700423864802,7.979803437043395
233,382.12,57.0,5.69,2.91,0.5,-999.0,2.58000945677249,7.584852163436285
234,537.16,57.0,5.69,14.28,0.375,-999.0,3.8868701571439646,9.49946013116239
235,346.82,57.0,5.69,1.45,0.163,-999.0,1.2165990121534,3.607212282747655
236,382.12,58.0,5.91,2.67,0.088,-999.0,2.42386181834213,5.7013570662499955
237,537.16,58.0,5.91,10.31,0.25,-999.0,3.20313057508604,9.854479706173246
238,537.16,58.0,5.91,10.31,0.3,-999.0,4.25323958828746,10.791248314894546
239,537.16,58.0,5.91,10.31,0.25,-999.0,3.9541829028822,8.05987760520989
240,382.12,59.0,5.7,1.37,0.25,-999.0,2.2733707038732502,3.341111510855265
241,537.16,59.0,5.7,12.75,0.625,-999.0,2.41298692565312,7.882372776463695
242,537.16,59.0,5.7,12.75,0.288,-999.0,2.408710131214015,7.322462047736645
243,537.16,59.0,5.7,12.75,0.625,-999.0,3.399082746577125,6.2761401847266605
244,382.12,60.0,5.7,6.06,0.25,-999.0,1.6565284323752651,6.5434906323534445
245,537.16,60.0,5.7,14.91,0.288,-999.0,2.9069983060446702,7.189159593675395
246,370.94,61.0,5.94,41.75,0.288,-999.0,3.57898201702565,10.891928202895874
247,585.12,61.0,5.94,18.85,0.25,-999.0,4.56066155018399,7.7203962090485545
248,382.12,61.0,5.94,6.44,0.15,-999.0,2.611903848562845,5.87355363884776
249,373.18,61.0,5.94,6.45,0.25,-999.0,2.362863594202965,4.553881194570785
250,537.16,61.0,5.94,9.65,0.375,-999.0,2.74512199894225,6.8388949528840595
251,373.18,62.0,4.73,3.33,0.288,-999.0,1.566089733241975,5.789299378434389
252,353.2,62.0,4.73,2.84,0.25,-999.0,0.9950913202577535,7.09136951849459
253,377.41,62.0,4.73,3.86,0.5,-999.0,2.7154551420142248,9.13556418486465
254,350.54,62.0,4.73,7.17,0.788,-999.0,3.207115706947655,7.72934390745604
255,323.54,62.0,4.73,8.41,0.5,-999.0,6.93688000849135,10.054936405077095
256,364.84,62.0,4.73,0.8,0.288,-999.0,-999.0,-999.0
257,337.6,63.0,4.8,8.66,0.188,-999.0,2.790532258464265,9.789216728068125
258,472.2,63.0,4.8,5.38,0.875,-999.0,1.49768208438464,4.37841863705913
259,373.18,63.0,4.8,3.79,0.625,-999.0,0.8420447788540799,3.4042717344347597
260,295.93,63.0,4.8,6.72,-999.0,-999.0,-999.0,-999.0
261,377.41,63.0,4.8,3.65,0.25,-999.0,3.3953421682086695,9.797679048612846
262,350.54,63.0,4.8,7.52,0.375,-999.0,2.07800154817873,5.784980671245284
263,454.12,63.0,4.8,5.17,0.875,-999.0,0.815495564181849,2.89282382826421
264,364.84,63.0,4.8,0.41,0.75,-999.0,0.842272622138392,3.03568134583468
265,471.53,64.0,6.33,13.8,0.375,-999.0,4.262146052137741,7.888061324439684
266,242.05,64.0,6.33,18.53,0.063,-999.0,9.22139975824061,17.70855752568745
267,242.05,64.0,6.33,25.25,0.063,-999.0,-999.0,-999.0
268,259.59,64.0,6.33,39.1,0.275,-999.0,6.7841961480936295,10.9649510283142
269,242.05,64.0,6.33,6.07,0.275,-999.0,12.0145986030583,17.430139525828302
270,472.2,65.0,4.85,4.83,1.0,-999.0,0.9550371127026874,2.9438049628919503
271,373.18,65.0,4.85,8.18,1.625,-999.0,1.431880226059235,3.68749340041916
272,353.2,65.0,4.85,9.24,0.75,-999.0,2.197986951698115,5.63681577917562
273,295.93,65.0,4.85,10.23,0.288,-999.0,1.3425107280254576,4.1328429192362
274,377.41,65.0,4.85,10.96,1.0,-999.0,6.053281064839579,15.8066575144587
275,350.54,65.0,4.85,9.63,2.5,-999.0,-999.0,-999.0
276,425.81,65.0,4.85,7.77,0.5,-999.0,1.6957919967505801,5.131357654208105
277,454.12,65.0,4.85,5.44,1.625,-999.0,1.4964038061351999,6.01631601686857
278,653.56,65.0,4.85,6.68,1.25,-999.0,1.1525860838311615,4.119413047921365
279,412.68,66.0,5.2,13.25,0.288,-999.0,3.9767141400578647,8.713543498438975
280,311.75,67.0,7.2,76.06,0.1,-999.0,7.3409078062315345,11.7743211882759
281,311.75,67.0,7.2,76.06,0.125,-999.0,8.17699887495765,12.21485566794185
282,311.75,67.0,7.2,76.06,0.138,-999.0,6.70378011304968,10.417281496835251
283,612.78,68.0,6.9,52.93,0.5,-999.0,11.00808729451205,15.97758009414755
284,476.62,68.0,6.9,9.52,0.5,-999.0,12.871353657930701,19.017074071110052
285,649.67,68.0,6.9,8.14,0.113,1.71332,5.040507928079485,17.871679153639903
286,496.46,68.0,6.9,17.51,0.15,-999.0,14.6349889448577,25.6723200777557
287,356.39,68.0,6.9,44.62,0.625,-999.0,13.978518477732699,26.8336000503952
288,561.04,68.0,6.9,22.54,0.288,-999.0,4.86586186520104,11.7638501818697
289,455.93,68.0,6.9,13.34,0.25,-999.0,14.3835056782616,23.9511165254647
290,428.57,68.0,6.9,29.79,0.625,-999.0,12.8101626163307,25.900308090017298
291,574.88,68.0,6.9,27.49,0.375,-999.0,18.2603175118257,24.723302218615
292,382.0,68.0,6.9,6.78,0.125,3.27264,6.552628055881884,15.11167414181415
293,593.35,68.0,6.9,59.63,0.375,-999.0,15.62697121629315,31.300212998661898
294,496.46,68.0,6.9,51.74,0.15,-999.0,15.1613020612296,21.8803220984107
295,476.62,69.0,6.2,28.69,0.15,-999.0,8.452132074918055,18.3150030960849
296,649.67,69.0,6.2,17.79,0.413,-999.0,6.249944257847435,18.083967200862
297,496.46,69.0,6.2,14.73,0.163,-999.0,6.949350322356775,21.511573542680303
298,356.39,69.0,6.2,43.5,0.5,-999.0,9.635309681857015,15.440377292100301
299,561.04,69.0,6.2,41.73,0.35,-999.0,10.174260510485144,20.8052542501135
300,455.93,69.0,6.2,8.81,0.375,-999.0,7.15064889768352,19.054253702894847
301,428.57,69.0,6.2,43.51,0.875,-999.0,9.06592711309477,18.39822003250445
302,574.88,69.0,6.2,22.68,0.25,-999.0,10.241164789807414,21.9415867994231
303,382.0,69.0,6.2,20.38,0.375,-999.0,4.903004377431845,13.781136377461149
304,496.46,69.0,6.2,64.36,0.288,-999.0,10.31212381827187,20.500474885250497
305,412.23,70.0,4.7,4.0,0.375,-999.0,2.94929795852126,8.146209257674094
306,309.41,71.0,5.9,25.5,0.163,-999.0,3.8968171097141253,13.7141442453139
307,309.41,71.0,5.9,25.31,0.175,-999.0,5.110225792862655,15.5985267378614
308,275.82,71.0,5.9,25.7,0.188,-999.0,3.031345355920715,12.90436563206805
309,268.37,71.0,5.9,26.31,0.25,-999.0,3.871495305344955,11.404174142277554
310,327.61,71.0,5.9,24.68,0.163,-999.0,4.35659117899932,14.51397316398395
311,267.67,71.0,5.9,27.3,0.163,-999.0,2.61195173942387,11.315489277057814
312,314.33,71.0,5.9,23.77,0.25,-999.0,4.135339299621085,15.5094603736191
313,361.4,72.0,6.6,10.27,0.25,-999.0,5.2494630506396955,14.6856462338
314,208.71,73.0,5.9,15.28,0.625,-999.0,3.4491352624160703,8.588591711730896
315,212.0,73.0,5.9,15.16,0.125,-999.0,4.82797559823723,12.1926072632695
316,348.69,73.0,5.9,16.54,0.113,4.389,5.93041394304802,16.94065721785545
317,191.14,73.0,5.9,7.57,0.125,-999.0,4.979178432267879,8.698495448273285
318,362.38,73.0,5.9,19.26,0.1,-999.0,3.879314417807865,9.76163870772465
319,193.67,73.0,5.9,6.18,0.125,-999.0,3.55830605662712,6.49185103532613
320,382.12,74.0,5.34,6.5,0.163,-999.0,2.2327634285388402,7.658225843536265
