RSN,Vs30,EQID,Magnitude,Rjb,Lowest Usable Freq - Ave. Component (Hz),Tp,Duration_5_75,Duration_5_95
3006,578.11,174.0,6.2,48.32,0.15,-999.0,7.86049771350696,15.51877148420235
3007,494.82,174.0,6.2,55.56,0.1,-999.0,5.2470076219701145,10.5076005466078
3008,626.43,174.0,6.2,34.0,0.07,-999.0,7.993285011160454,16.9214994913725
3009,567.64,174.0,6.2,79.48,0.15,-999.0,12.9233472130163,22.755259313263153
3010,671.52,174.0,6.2,57.82,0.06,-999.0,8.21262874984828,17.806613643028598
3011,671.52,174.0,6.2,48.0,0.06,-999.0,8.09804004535621,16.38134379850565
3012,494.32,174.0,6.2,66.08,0.12,-999.0,7.9268942675519956,18.269958928943552
3013,457.49,174.0,6.2,61.4,0.1,-999.0,5.338469410969401,14.0556948652742
3014,437.8,174.0,6.2,56.48,0.06,-999.0,6.425638060535725,14.8046625623566
3015,406.7,174.0,6.2,56.34,0.04,-999.0,9.43923646349857,22.90620501802815
3016,614.05,174.0,6.2,51.01,0.05,-999.0,6.38739717044641,15.313450566361551
3017,592.18,174.0,6.2,35.07,0.06,-999.0,8.43640865231715,16.92362936622665
3018,602.29,174.0,6.2,39.29,0.06,-999.0,7.3872120824194045,15.86124557617385
3019,573.04,174.0,6.2,31.33,0.2,-999.0,8.05682257454106,16.9580249735172
3020,395.57,174.0,6.2,38.05,0.05,-999.0,8.855452709303195,16.54919450481825
3021,379.18,174.0,6.2,32.57,0.05,-999.0,6.12878551309648,16.29979447215755
3022,677.49,174.0,6.2,33.57,0.05,-999.0,7.67251365660457,14.81459573976315
3023,503.04,174.0,6.2,38.21,0.05,-999.0,7.49200878385395,21.211817412018952
3024,469.64,174.0,6.2,43.1,0.05,-999.0,11.4434291516806,23.43713448828695
3025,642.73,174.0,6.2,39.93,0.06,-999.0,6.45899999343888,16.3628348455796
3026,459.67,174.0,6.2,47.45,0.045,-999.0,4.31331988789941,14.75888731723365
3027,484.97,174.0,6.2,56.65,0.07,-999.0,9.1608008949382,19.36153720670565
3028,543.06,174.0,6.2,44.31,0.06,-999.0,7.2312349622730405,17.35634848141065
3029,534.41,174.0,6.2,44.01,0.07,-999.0,8.793793310837424,19.39708395632225
3030,484.45,174.0,6.2,82.66,0.125,-999.0,7.20549544409511,16.648557148006148
3031,617.52,174.0,6.2,63.27,0.125,-999.0,9.8714113253608,20.10531017731035
3032,345.89,174.0,6.2,53.24,0.05,-999.0,6.132711993933265,11.43940331389446
3033,508.61,174.0,6.2,51.43,0.125,-999.0,8.21789027021743,20.7881788328779
3034,313.9,174.0,6.2,53.86,0.063,-999.0,7.814595741313365,16.3643452386074
3035,440.5,174.0,6.2,46.92,0.088,-999.0,9.522557011115875,18.6970732631804
3036,511.3,174.0,6.2,54.98,0.18,-999.0,8.646634351841465,17.665166541740398
3037,671.52,174.0,6.2,62.78,0.15,-999.0,10.8867835432027,20.83983973520465
3038,529.54,174.0,6.2,43.39,0.07,-999.0,9.14785151979054,17.18035395001635
3039,208.56,174.0,6.2,42.28,0.07,-999.0,6.588595792679895,15.281530515910351
3040,573.04,174.0,6.2,51.05,0.05,-999.0,10.386266412445504,19.62702316697075
3041,260.38,174.0,6.2,55.56,0.1,-999.0,5.22410250409243,10.08327106390465
3042,909.09,174.0,6.2,134.67,0.063,-999.0,8.27755393767938,13.6729008532681
3043,219.78,174.0,6.2,128.98,0.25,-999.0,11.853994595047599,20.0574870357582
3044,124.27,174.0,6.2,119.18,0.088,-999.0,17.05766422575355,38.3057276811966
3045,239.33,174.0,6.2,116.54,0.075,-999.0,16.36035905786155,34.36265981060135
3046,279.41,174.0,6.2,113.18,0.125,-999.0,12.49855441000335,24.390750201406
3047,496.27,174.0,6.2,110.97,0.25,-999.0,10.900408233841,17.9493199150245
3048,299.28,174.0,6.2,114.76,0.075,-999.0,15.04293409898335,34.1740290751686
3049,573.04,174.0,6.2,108.36,0.25,-999.0,15.11954883767745,22.2570350966647
3050,259.21,174.0,6.2,119.42,0.125,-999.0,13.619082608100548,22.98750256496535
3051,199.48,174.0,6.2,114.77,0.088,-999.0,10.754415904377769,19.905180708312997
3052,300.77,174.0,6.2,110.87,0.25,-999.0,10.76938288203395,20.53124827611525
3053,782.59,174.0,6.2,117.03,0.225,-999.0,16.122025163219348,23.73517515070195
3054,271.1,174.0,6.2,113.68,0.088,-999.0,9.81333385003397,22.0239640945143
3055,573.04,174.0,6.2,108.16,0.125,-999.0,16.5240821677025,23.7947610842116
3056,671.52,174.0,6.2,98.66,0.125,-999.0,16.7161133190204,23.068649618153202
3057,200.98,174.0,6.2,115.95,0.1,-999.0,11.114909597353599,30.06514323033665
3058,649.25,174.0,6.2,110.47,0.5,-999.0,11.407180769695099,17.60580854523215
3059,210.17,174.0,6.2,115.09,0.1,-999.0,10.93775331656099,22.090018137096997
3060,196.88,174.0,6.2,117.85,0.075,-999.0,14.66490774243275,33.847412681834456
3061,209.36,174.0,6.2,115.04,0.06,-999.0,13.99001533112755,27.87110990880225
3062,158.13,174.0,6.2,109.71,0.05,-999.0,14.37406564296325,30.9983112430698
3063,199.59,174.0,6.2,119.75,0.075,-999.0,12.8327102108065,26.11278253007235
3064,190.0,174.0,6.2,118.89,0.08,-999.0,16.13691792580975,27.366448788571553
3065,520.64,174.0,6.2,110.16,0.08,-999.0,13.999035841732605,21.999916282139
3066,612.47,174.0,6.2,112.32,0.06,-999.0,11.5231680371326,17.4198299326318
3067,677.3,174.0,6.2,147.7,0.125,-999.0,5.6836975476488,11.19519581070818
3068,266.77,174.0,6.2,120.24,0.063,-999.0,12.975492149852599,29.668724411617
3069,223.71,174.0,6.2,122.31,0.088,-999.0,15.5820127984702,30.13280539461595
3070,236.84,174.0,6.2,114.96,0.05,-999.0,11.8394466816432,26.3435796866221
3071,497.73,174.0,6.2,104.02,0.125,-999.0,13.86696422652255,21.3229958416947
3072,447.51,174.0,6.2,97.53,0.25,-999.0,14.4765086192788,21.820819296745498
3073,488.61,174.0,6.2,97.09,0.1,-999.0,12.7337587721358,20.32875757255675
3074,481.17,174.0,6.2,94.32,0.1,-999.0,13.3600182593706,21.50038914987895
3075,573.04,174.0,6.2,75.98,0.05,-999.0,8.64892079510445,16.5047724723602
3076,290.86,174.0,6.2,139.74,0.04,-999.0,25.8242230180572,37.461155265304654
3077,516.18,174.0,6.2,117.23,0.03,-999.0,9.4471092329035,20.06795326929615
3078,233.21,174.0,6.2,140.2,0.05,-999.0,22.6046025295819,37.03791743688675
3079,538.69,174.0,6.2,110.29,0.05,-999.0,8.474795606337931,21.985899816361048
3080,373.33,174.0,6.2,106.03,0.09,-999.0,9.72924097595606,19.2009946461799
3081,217.05,174.0,6.2,130.97,0.08,-999.0,14.741166049948351,30.651857765973304
3082,259.36,174.0,6.2,134.29,0.09,-999.0,14.8153175227839,29.31105324777915
3083,194.13,174.0,6.2,145.19,0.15,-999.0,19.5744510251339,33.7275925140271
3084,182.93,174.0,6.2,153.49,0.1,-999.0,19.4930471578136,28.04324560274915
3085,309.72,174.0,6.2,141.7,0.12,-999.0,18.779277692824202,31.1015986485134
3086,232.76,174.0,6.2,149.21,0.12,-999.0,16.8088723825759,28.38974181362705
3087,283.21,174.0,6.2,168.68,0.12,-999.0,11.147418854155,17.067917521427148
3088,667.59,174.0,6.2,175.24,0.15,-999.0,16.5639233268044,23.6971922624314
3089,464.82,174.0,6.2,184.41,0.12,-999.0,9.00350049300399,13.9505824334472
3090,567.64,174.0,6.2,172.43,0.12,-999.0,8.7589121430964,16.04783433719175
3091,150.18,174.0,6.2,149.89,0.04,-999.0,38.49659762790775,51.06384078368005
3092,295.66,174.0,6.2,125.54,0.15,-999.0,16.92348055861335,31.23561363901215
3093,665.2,174.0,6.2,69.83,0.06,-999.0,11.786327253437001,17.07641984654355
3094,1004.58,174.0,6.2,157.44,0.05,-999.0,16.973648069941248,21.644908244672997
3095,497.22,174.0,6.2,60.86,0.04,-999.0,3.441189422769605,10.69396674240597
3096,283.02,174.0,6.2,149.45,0.12,-999.0,28.868296198443,44.52497809337695
3097,535.13,174.0,6.2,146.0,0.1,-999.0,19.02642574094735,29.16630932425305
3098,229.66,174.0,6.2,141.43,0.05,-999.0,23.7705370757701,38.7937697279067
3099,246.84,174.0,6.2,145.82,0.06,-999.0,24.41509035699595,36.71700172886775
3100,227.24,174.0,6.2,128.06,0.05,-999.0,32.23476581654665,46.737307940959056
3101,244.84,174.0,6.2,133.78,0.05,-999.0,21.409011168225447,35.0720593399261
3102,214.97,174.0,6.2,132.67,0.05,-999.0,19.2080533045975,29.75724002641045
3103,500.15,174.0,6.2,102.01,0.06,-999.0,11.0791676735101,16.9346422022861
3104,216.33,174.0,6.2,143.01,0.08,-999.0,15.3691523410015,31.17110572016205
3105,228.34,174.0,6.2,137.83,0.12,-999.0,14.5833403612338,27.69590240480045
3106,196.3,174.0,6.2,149.03,0.04,-999.0,23.150221100191303,42.565254717471646
3107,665.2,174.0,6.2,114.41,0.2,-999.0,16.49545620512615,22.85995867523475
3108,531.85,174.0,6.2,120.84,0.15,-999.0,13.80875252386605,21.467073911189402
3109,295.0,174.0,6.2,194.23,0.035,-999.0,17.603345675211152,31.2872453067369
3110,202.14,174.0,6.2,143.28,0.05,-999.0,19.91223074365755,32.499802448667
3111,260.75,174.0,6.2,119.68,0.031,-999.0,15.27284822415205,29.59083097123785
3112,276.11,174.0,6.2,145.4,0.038,-999.0,27.939339424744347,50.344667270406404
3113,227.46,174.0,6.2,142.52,0.038,-999.0,26.883658039557,46.2583001504648
3114,189.91,174.0,6.2,153.97,0.038,-999.0,23.87435518127155,50.26346186537805
3115,226.38,174.0,6.2,136.32,0.15,-999.0,13.58019194809805,29.8405141153588
3116,205.11,174.0,6.2,137.17,0.08,-999.0,12.7767538669283,27.6618618961027
3117,167.18,174.0,6.2,135.78,0.02,-999.0,8.673655473329266,21.88317241850835
3118,194.28,174.0,6.2,132.19,0.05,-999.0,14.06111630516935,25.070597539635898
3119,287.94,174.0,6.2,131.04,0.03,-999.0,14.932695281384099,26.2147911267239
3120,308.88,174.0,6.2,129.54,0.1,-999.0,8.195526692576536,20.90398386205745
3121,480.58,174.0,6.2,129.31,0.15,-999.0,10.773604338102896,18.57011600569265
3122,538.69,174.0,6.2,126.74,0.15,-999.0,18.4329384046632,23.948169807972
3123,438.13,174.0,6.2,123.72,0.2,-999.0,12.58600724671585,18.2177988711354
3124,671.52,174.0,6.2,122.1,0.2,-999.0,7.04303781254085,12.44101588648105
3125,363.56,174.0,6.2,147.34,0.2,-999.0,13.96612463826815,24.053345399087398
3126,375.85,174.0,6.2,142.13,0.2,-999.0,13.54425214438235,23.69511834296585
3127,388.16,174.0,6.2,126.57,0.2,-999.0,17.47586034840305,26.541055826247
3128,573.04,174.0,6.2,144.08,0.06,-999.0,13.95811804986535,25.59785234965605
3129,403.17,174.0,6.2,139.13,0.08,-999.0,15.087500001043399,28.531317970129052
3130,433.88,174.0,6.2,135.58,0.08,-999.0,12.3346537598276,21.102026978462852
3131,538.69,174.0,6.2,126.55,0.2,-999.0,8.3256402102843,14.455003942497449
3132,456.18,174.0,6.2,153.52,0.1,-999.0,22.7162148456103,30.3805488226838
3133,631.27,174.0,6.2,155.22,0.2,-999.0,14.8502541471963,23.61449182125805
3134,662.78,174.0,6.2,150.61,0.2,-999.0,17.1772121866938,27.099071587397148
3135,807.68,174.0,6.2,131.28,0.2,-999.0,14.259257780394599,23.104474293358898
3136,671.52,174.0,6.2,155.04,0.25,-999.0,14.9230438643405,20.37388753228415
3137,671.52,174.0,6.2,135.37,0.188,-999.0,16.78731513785155,22.23255258588125
3138,856.38,174.0,6.2,142.68,0.125,-999.0,16.29254585082015,23.3245184533709
3139,1022.77,174.0,6.2,151.93,0.25,-999.0,17.70927745462145,24.107288716419248
3140,671.52,174.0,6.2,152.66,0.25,-999.0,18.763033860174602,25.5549047878244
3141,631.27,174.0,6.2,151.56,0.25,-999.0,15.2049509078558,19.33047870367985
3142,671.52,174.0,6.2,155.47,0.313,-999.0,14.8448897007505,18.3112889997436
3143,435.22,174.0,6.2,157.59,0.125,-999.0,13.201058964864199,20.6430104443145
3144,224.22,174.0,6.2,158.37,0.25,-999.0,23.6384042656427,30.305061437259248
3145,887.68,174.0,6.2,127.97,0.25,-999.0,14.643132415562839,22.002699495918897
3146,573.04,174.0,6.2,138.52,0.06,-999.0,14.75593809725785,21.175331223325948
3147,229.21,174.0,6.2,137.09,0.08,-999.0,14.372671427950051,23.946655542390552
3148,324.38,174.0,6.2,139.73,0.03,-999.0,12.57778760533685,26.87044988691195
3149,188.02,174.0,6.2,139.61,0.05,-999.0,13.5575294142203,25.74926401026365
3150,416.34,174.0,6.2,144.43,0.07,-999.0,14.38739310063065,30.383974848223403
3151,206.24,174.0,6.2,144.29,0.06,-999.0,13.0548410529768,25.9750788890667
3152,237.23,174.0,6.2,133.53,0.188,-999.0,13.0665518851034,22.44803665672275
3153,538.69,174.0,6.2,142.45,0.06,-999.0,11.9029960360134,19.7709316686119
3154,236.32,174.0,6.2,134.64,0.03,-999.0,16.41319603765595,33.06324818399365
3155,429.49,174.0,6.2,149.37,0.2,-999.0,14.883997164614314,23.438880354128152
3156,497.22,174.0,6.2,135.43,0.3,-999.0,16.57700150988435,24.5855755570673
3157,607.4,174.0,6.2,113.01,0.2,-999.0,8.607100880759056,21.5994161099741
3158,463.88,174.0,6.2,125.24,0.2,-999.0,17.2604176178629,28.965776036167952
3159,441.58,174.0,6.2,124.43,0.06,-999.0,13.4796101994101,25.14538622799995
3160,496.47,174.0,6.2,130.09,0.25,-999.0,16.57927507415085,28.19871884594675
3161,573.04,174.0,6.2,109.2,0.15,-999.0,13.7167876188874,23.8953597450831
3162,569.98,174.0,6.2,97.6,0.25,-999.0,9.142327883195945,20.0907986641263
3163,406.53,174.0,6.2,79.36,0.3,-999.0,9.86425431835449,19.684308394102302
3164,489.22,174.0,6.2,81.34,0.15,-999.0,9.341893921518636,22.735779800909498
3165,423.4,174.0,6.2,89.88,0.2,-999.0,7.317009969617995,17.3169942792243
3166,478.07,174.0,6.2,70.08,0.1,-999.0,6.90462058863704,17.718683954471402
3167,297.86,174.0,6.2,75.81,0.06,-999.0,7.43950891982896,18.2532358310297
3168,540.66,174.0,6.2,71.17,0.2,-999.0,10.414169378346429,21.392567954091497
3169,362.03,174.0,6.2,72.59,0.15,-999.0,5.9754884493121505,15.70004766343105
3170,578.98,174.0,6.2,77.15,0.2,-999.0,7.067512384906335,18.06531348879065
3171,512.88,174.0,6.2,62.87,0.25,-999.0,12.48173586386035,20.2077397578466
3172,704.64,174.0,6.2,73.07,0.2,-999.0,8.488880605142441,13.318255650682424
3173,465.55,174.0,6.2,66.7,0.3,-999.0,7.17555158726012,15.3355712309482
3174,551.21,174.0,6.2,52.89,0.1,-999.0,12.26876816423935,17.41325855110835
3175,487.27,174.0,6.2,45.58,0.06,-999.0,10.07414613646727,18.46667372513675
3176,542.41,174.0,6.2,49.9,0.1,-999.0,4.633796387944625,9.9113794257498
3177,350.06,174.0,6.2,46.98,0.1,-999.0,5.90242491818463,12.94577861161725
3178,579.1,174.0,6.2,43.94,0.04,-999.0,6.875630136583625,18.8924845122435
3179,454.55,174.0,6.2,48.25,0.06,-999.0,9.6939168480545,16.83249642010355
3180,460.69,174.0,6.2,45.29,0.2,-999.0,9.124486059604505,17.8835457864335
3181,359.13,174.0,6.2,44.49,0.2,-999.0,5.73405306881604,10.98386898427735
3182,403.2,174.0,6.2,49.06,0.1,-999.0,6.3797299815604696,12.935186718749701
3183,555.23,174.0,6.2,51.1,0.05,-999.0,4.7142145924315955,12.60133791182325
3184,272.67,174.0,6.2,61.72,0.08,-999.0,5.20171200204576,15.737704888455099
3185,375.42,174.0,6.2,52.49,0.12,-999.0,10.118594162590755,17.3932044452139
3186,379.64,174.0,6.2,53.81,0.05,-999.0,5.09165842820091,16.952063022412702
3187,645.72,174.0,6.2,64.96,0.08,-999.0,7.94673824650729,14.852277644541449
3188,433.63,174.0,6.2,36.73,0.04,-999.0,4.4238741415778,13.29801149290465
3189,487.34,174.0,6.2,49.89,0.1,-999.0,7.907700374977329,21.02417831860165
3190,401.26,174.0,6.2,58.3,0.06,-999.0,7.017482910295385,19.350805796810548
3191,430.47,174.0,6.2,100.98,0.2,-999.0,12.38663064960365,24.376582075609647
3192,472.81,174.0,6.2,44.19,0.04,-999.0,7.979964194837105,14.831055739919549
3193,354.63,174.0,6.2,119.87,0.07,-999.0,17.6272437384407,30.70503760465695
3194,999.66,174.0,6.2,91.5,0.3,-999.0,15.8592398373859,23.13706175538925
3195,538.69,174.0,6.2,56.63,0.3,-999.0,10.806212725800549,20.79491373629355
3196,422.28,174.0,6.2,125.78,0.2,-999.0,15.972356912545699,26.982306881149
3197,589.85,174.0,6.2,96.91,0.15,-999.0,12.19090708982375,26.9415158251772
3198,446.63,174.0,6.2,88.38,0.2,-999.0,11.7163996243813,22.161926040725803
3199,454.58,174.0,6.2,100.4,0.4,-999.0,7.5016195512323005,16.5863065808787
3200,346.56,174.0,6.2,95.44,0.2,-999.0,8.592252316559634,21.62786952755495
3201,389.41,174.0,6.2,49.69,0.2,-999.0,9.345326557622395,14.8106584004652
3202,714.27,174.0,6.2,49.66,0.25,-999.0,10.59758309303675,22.004827158189798
3203,494.1,174.0,6.2,56.03,0.15,-999.0,5.330800968347585,11.144309160079551
3204,410.45,174.0,6.2,57.15,0.1,-999.0,10.637661043045949,17.2397815287677
3205,575.54,174.0,6.2,59.83,0.1,-999.0,5.412112532770795,13.176754506538149
3206,451.37,174.0,6.2,50.78,0.08,-999.0,7.835122254865545,18.3241150762856
3207,409.0,174.0,6.2,51.35,0.1,-999.0,10.111330972577619,23.304185439207103
3208,535.13,174.0,6.2,49.08,0.08,-999.0,6.62004058449762,17.2101353149315
3209,190.54,174.0,6.2,61.7,0.05,-999.0,6.211070755944555,16.36988215093285
3210,230.3,174.0,6.2,62.51,0.08,-999.0,7.187389673194,17.1909777870465
3211,215.34,174.0,6.2,54.72,0.05,-999.0,9.14337545854581,24.36099866175605
3212,198.58,174.0,6.2,61.63,0.1,-999.0,6.95148441163798,22.577587403238198
3213,236.19,174.0,6.2,60.19,0.05,-999.0,10.06397551028495,22.7867300226185
3214,221.7,174.0,6.2,70.2,0.05,-999.0,7.165628266816171,18.506854761069548
3215,270.22,174.0,6.2,48.86,0.06,-999.0,8.83561368043311,21.19277811622095
3216,599.64,174.0,6.2,64.09,0.2,-999.0,10.8087554188863,16.221690454917947
3217,511.18,174.0,6.2,32.21,0.09,-999.0,4.425020425593464,13.858689582508049
3218,490.88,174.0,6.2,78.33,0.2,-999.0,6.522441442699565,17.21091156610335
3219,462.1,174.0,6.2,54.91,0.25,-999.0,10.6807121280944,15.94285626608075
3220,652.85,174.0,6.2,41.46,0.125,-999.0,5.32878785328992,12.335153737569517
3221,223.6,174.0,6.2,65.78,0.125,-999.0,5.3828571666437,16.2698857549596
3222,223.04,174.0,6.2,54.91,0.063,-999.0,5.26676486991824,15.80178217502645
3223,240.43,174.0,6.2,68.39,0.113,-999.0,5.967678203131735,19.01198039528105
3224,484.6,174.0,6.2,58.74,0.088,-999.0,10.5573478430274,21.657923666914897
3225,667.36,174.0,6.2,88.11,0.125,-999.0,10.277821281542408,21.09939136999265
3226,506.64,174.0,6.2,124.04,0.125,-999.0,7.006751381742186,14.297421579171502
3227,463.59,174.0,6.2,91.81,0.125,-999.0,8.552758932559465,19.112797271519952
3228,407.59,174.0,6.2,108.91,0.15,-999.0,10.322123781954495,20.36436895958785
3229,282.7,174.0,6.2,108.06,0.15,-999.0,11.77325946319845,21.13091081467005
3230,292.61,174.0,6.2,108.65,0.125,-999.0,11.69510733709245,21.57315599223115
3231,313.96,174.0,6.2,109.84,0.1,-999.0,12.872708716383851,24.93403944901485
3232,311.34,174.0,6.2,110.57,0.15,-999.0,7.5036770930579095,19.256667971637853
3233,288.3,174.0,6.2,107.81,0.15,-999.0,9.765175196746089,18.6935868644206
3234,297.76,174.0,6.2,107.59,0.1,-999.0,10.875679358478951,18.264772815773803
3235,533.97,174.0,6.2,76.74,0.08,-999.0,10.156497101794809,20.83587521675215
3236,487.91,174.0,6.2,109.28,0.1,-999.0,13.6955219389838,26.6811015477743
3237,573.04,174.0,6.2,101.41,0.2,-999.0,5.769411693742599,12.15246306195835
3238,453.71,174.0,6.2,69.27,0.1,-999.0,8.658662773389,19.300007972295397
3239,398.81,174.0,6.2,72.58,0.08,-999.0,6.435308555532915,16.8156201407818
3240,527.54,174.0,6.2,76.36,0.2,-999.0,13.8736112167467,29.360130445684852
3241,704.96,174.0,6.2,92.09,0.1,-999.0,13.81795913210505,21.724553000678
3242,573.04,174.0,6.2,96.74,0.2,-999.0,4.867434224941224,11.58052772701215
3243,428.95,174.0,6.2,102.89,0.2,-999.0,5.54387598106004,14.24955524739115
3244,616.17,174.0,6.2,106.01,0.2,-999.0,8.69394578786952,15.7669378116329
3245,510.62,174.0,6.2,56.45,0.1,-999.0,11.333628406687101,21.88276125576955
3246,734.26,174.0,6.2,63.49,0.2,-999.0,10.232033055015869,20.84020384137055
3247,670.8,174.0,6.2,67.96,0.05,-999.0,10.91080272982542,21.0619433572951
3248,538.69,174.0,6.2,104.79,0.1,-999.0,6.6508349577255945,16.9044085863964
3249,728.01,174.0,6.2,66.45,0.125,-999.0,10.041395520923995,17.9250017837561
3250,418.24,174.0,6.2,66.89,0.125,-999.0,8.59417561124538,13.227346708150499
3251,845.34,174.0,6.2,84.68,0.156,-999.0,13.5700472220849,22.10469494090895
3252,419.63,174.0,6.2,81.59,0.063,-999.0,9.542409499979549,23.7383076863029
3253,539.98,174.0,6.2,84.77,0.063,-999.0,10.499365004730336,23.82696809391625
3254,528.12,174.0,6.2,87.33,0.125,-999.0,7.62808146279257,15.31678875759145
3255,373.54,174.0,6.2,106.75,0.25,-999.0,6.57764130775979,18.156582520587598
3256,573.04,174.0,6.2,117.71,0.113,-999.0,4.0058919941808,11.058656768857599
3257,665.2,174.0,6.2,60.49,0.1,-999.0,9.94134336562757,14.622665670673051
3258,347.63,175.0,6.3,59.14,0.038,-999.0,6.543462637186995,11.338341309196949
3259,228.66,175.0,6.3,66.13,0.05,-999.0,10.577019652839954,22.8534515789111
3260,200.86,175.0,6.3,95.51,0.038,-999.0,23.3079119950768,61.7757554276907
3261,190.57,175.0,6.3,87.0,0.05,-999.0,22.88173813168075,42.8511043770421
3262,497.53,175.0,6.3,75.91,0.038,-999.0,7.17536503518107,15.8114138839688
3263,564.07,175.0,6.3,89.44,0.1,-999.0,6.81290199506566,17.242901182931
3264,427.73,175.0,6.3,29.49,0.04,-999.0,8.36367507018923,13.66066074994465
3265,277.5,175.0,6.3,39.07,0.05,-999.0,10.094377913467206,16.0783245387726
3266,226.01,175.0,6.3,49.64,0.045,-999.0,23.06158770122535,38.04885037725815
3267,210.01,175.0,6.3,66.07,0.05,-999.0,12.29528720984211,38.60232354928475
3268,542.61,175.0,6.3,32.09,0.05,-999.0,4.424600071582409,11.16558271976155
3269,544.74,175.0,6.3,40.14,0.05,-999.0,7.256271826695185,17.692512452337052
3270,204.71,175.0,6.3,44.17,0.045,-999.0,12.97256584229155,27.898741453244
3271,192.71,175.0,6.3,64.25,0.05,-999.0,13.897082353038336,31.0973580074071
3272,197.63,175.0,6.3,72.92,0.05,-999.0,24.151015256494198,39.83465270722295
3273,378.75,175.0,6.3,43.53,0.056,-999.0,7.319771204170536,16.34666399008535
3274,573.04,175.0,6.3,40.36,0.06,-999.0,4.406746420926395,11.410527664317456
3275,233.14,175.0,6.3,45.1,0.04,-999.0,7.97070734417672,22.32140628174865
3276,212.14,175.0,6.3,52.75,0.045,-999.0,9.34412542538434,32.64140956458235
3277,201.21,175.0,6.3,61.46,0.06,-999.0,14.1352018137082,33.512186844586154
3278,492.26,175.0,6.3,45.68,0.05,-999.0,3.40770614979223,9.220874893632985
3279,665.2,175.0,6.3,53.43,0.06,-999.0,5.9517682121798945,13.28061231750145
3280,194.47,175.0,6.3,84.76,0.06,-999.0,21.7220727867276,37.79049461672575
3281,442.15,175.0,6.3,53.17,0.05,-999.0,10.407099415318829,22.217174863332602
3282,169.52,175.0,6.3,53.54,0.063,-999.0,6.8100894002618455,20.28599715792305
3283,538.93,175.0,6.3,71.64,0.03,-999.0,7.80316158751106,15.954018515757248
3284,573.04,175.0,6.3,64.77,0.05,-999.0,3.8785028736689595,11.771849268420254
3285,172.1,175.0,6.3,76.99,0.08,-999.0,15.22853525898805,31.14790906342045
3286,225.77,175.0,6.3,82.76,0.031,-999.0,14.63624172030405,39.052699498914194
3287,411.46,175.0,6.3,82.66,0.06,-999.0,6.62634980036473,16.67475515820425
3288,269.28,175.0,6.3,86.62,0.045,-999.0,13.480716581539951,30.2129415300357
3289,191.09,175.0,6.3,102.14,0.04,-999.0,24.32699276878105,44.2690163728573
3290,228.92,175.0,6.3,96.14,0.05,-999.0,29.2401051099843,44.88823269080155
3291,538.69,175.0,6.3,83.99,0.06,-999.0,10.704301280936916,21.32356711984465
3292,602.63,175.0,6.3,82.87,0.04,-999.0,6.28382380962066,14.562424819857451
3293,246.88,175.0,6.3,97.88,0.04,-999.0,12.8850364282269,28.84240004553355
3294,250.0,175.0,6.3,108.89,0.06,-999.0,12.6450691622611,26.93855048946255
3295,211.97,175.0,6.3,115.46,0.05,-999.0,26.06775603818985,49.468151853374
3296,227.97,175.0,6.3,110.26,0.038,-999.0,21.07405456443475,35.98908465306545
3297,224.42,175.0,6.3,112.54,0.05,-999.0,20.58174174825025,35.198752658284704
3298,265.45,175.0,6.3,109.72,0.05,-999.0,22.6239105533002,35.108184741795895
3299,202.95,175.0,6.3,106.22,0.06,-999.0,29.326419378101747,44.35739253893815
3300,553.43,175.0,6.3,27.57,0.08,-999.0,3.43253894950062,11.5818617507507
3301,465.86,175.0,6.3,138.02,0.05,-999.0,10.493147215235876,18.3929518081289
3302,169.84,175.0,6.3,69.66,0.06,-999.0,11.03995787215591,39.601462802357645
3303,160.67,175.0,6.3,103.8,0.045,-999.0,15.826057174057851,27.7456700759129
3304,573.04,175.0,6.3,72.64,0.04,-999.0,4.66487451180759,15.3248041721568
3305,573.04,175.0,6.3,67.41,0.035,-999.0,8.589920173801415,17.54089612738385
3306,193.69,175.0,6.3,60.95,0.04,-999.0,5.491684201310345,31.558624176040748
3307,665.2,175.0,6.3,53.5,0.1,-999.0,3.438987150115905,9.364872178626285
3308,505.2,175.0,6.3,55.44,0.07,-999.0,5.328137849644665,10.877162724212274
3309,318.52,175.0,6.3,64.96,0.07,-999.0,5.216940627986835,14.3343897469041
3310,180.33,175.0,6.3,87.26,0.04,-999.0,13.8256731046512,33.111066617762646
3311,253.72,175.0,6.3,42.77,0.05,-999.0,15.10300758892755,24.074791413777753
3312,190.49,175.0,6.3,76.89,0.069,-999.0,25.350511079621217,72.2978256051714
3313,221.92,175.0,6.3,58.8,0.044,-999.0,16.33722572192577,51.9976790974887
3314,293.61,175.0,6.3,108.41,0.05,-999.0,22.76119535620365,40.09303692945345
3315,228.84,175.0,6.3,92.2,0.025,-999.0,19.3014098087636,38.19315772762545
3316,230.11,175.0,6.3,80.61,0.063,-999.0,12.2908754050002,26.2139702607023
3317,258.89,175.0,6.3,34.55,0.04,-999.0,9.012917200191746,20.34354689357675
3318,804.36,175.0,6.3,62.46,0.05,-999.0,10.515443303695559,19.45658686315945
3319,175.68,175.0,6.3,79.2,0.05,-999.0,13.9890557178553,38.047887311837954
3320,276.34,175.0,6.3,68.24,0.038,-999.0,9.325567931077229,57.7400205731808
3321,221.31,175.0,6.3,111.7,0.044,-999.0,34.40015451230535,62.513193791418104
